number,french_lemma,thematic,pos,english,chinese_explanation,example,example_french,word count,example_english,range_count,frequency_raw,range_pipe_frequency,gender,lemma_article,plural_form,plural_type
2120,discipline,none,nf,discipline,学科,* il n'y a pas de démocratie sans ordre et discipline -- there's no democracy without order and discipline,il n'y a pas de démocratie sans ordre et discipline,10,there's no democracy without order and discipline,73,696,73 | 696,f,la,disciplines,regular -s
2121,explosion,Creating nouns – 2,nf,explosion,explosion,* une autre explosion a eu lieu presque au même moment -- another explosion happened at almost the same instant,une autre explosion a eu lieu presque au même moment,10,another explosion happened at almost the same instant,61,1075,61 | 1075,f,l’,explosions,regular -s
2122,peau,Body,nf,skin,皮肤,* elles ont la peau blanche -- they have white skin,elles ont la peau blanche,5,they have white skin,65,935,65 | 935,f,la,peaux,regular -x
2123,commande,none,nf,"order, control",顺序；命令；订单；控制,* dès ce jour nous vous passons commande pour cet ouvrage -- from this day on we order that work from you,dès ce jour nous vous passons commande pour cet ouvrage,10,from this day on we order that work from you,53,1387+n -s,53 | 1387+n -s,f,la,commandes,regular -s
2126,paragraphe,none,nm,paragraph,段落,* j'aimerais lire son dernier paragraphe -- I would like to read its last paragraph,j'aimerais lire son dernier paragraphe,5,I would like to read its last paragraph,59,1161-l +s,59 | 1161-l +s,m,le,paragraphes,regular -s
2129,diffusion,Creating nouns – 2,nf,"diffusion, spreading, circulation",diffusion；传播；扩散；循环；流通,* la diffusion débridée d'armes crée de nouvelles menaces -- rampant arms proliferation is spawning new threats,la diffusion débridée d'armes crée de nouvelles menaces,8,rampant arms proliferation is spawning new threats,70,780,70 | 780,f,la,diffusions,regular -s
2133,copie,none,nf,"copy, replica, paper",副本；复制品；纸；论文,* j'en ai fait une copie -- I made a copy of it,j'en ai fait une copie,5,I made a copy of it,84,381,84 | 381,f,la,copies,regular -s
2138,indice,none,nm,"indication, sign, clue",迹象；指示；符号；迹象；clue,* cet indice était d'ailleurs inutile -- this clue was in fact useless,cet indice était d'ailleurs inutile,5,this clue was in fact useless,61,1065+n -s,61 | 1065+n -s,m,l’,indices,regular -s
2139,promotion,none,nf,"promotion, advertising",promotion；广告,* on a un budget pour de la promotion -- we have an advertising budget,on a un budget pour de la promotion,8,we have an advertising budget,70,770+s,70 | 770+s,f,la,promotions,regular -s
2140,branche,Natural features and plants,nf,branch,树枝；分支,* la situation économique de la branche s'est légèrement détériorée -- the economic situation of the branch deteriorated somewhat,la situation économique de la branche s'est légèrement détériorée,9,the economic situation of the branch deteriorated somewhat,70,778-s,70 | 778-s,f,la,branches,regular -s
2141,section,none,nf,section,部分,* il y a aussi une section en français -- there's also a French section,il y a aussi une section en français,8,there's also a French section,62,1032,62 | 1032,f,la,sections,regular -s
2142,chanson,none,nf,song,歌曲,* je pense que toutes les chansons sont plaisantes à chanter -- I think that all songs are fun to sing,je pense que toutes les chansons sont plaisantes à chanter,10,I think that all songs are fun to sing,60,1106-n +s,60 | 1106-n +s,f,la,chansons,regular -s
2151,cellule,none,nf,cell,cell,* j'ai aidé à bâtir ces cellules -- I helped build these cells,j'ai aidé à bâtir ces cellules,6,I helped build these cells,65,936,65 | 936,f,la,cellules,regular -s
2154,connexion,Nouns – differences across registers,nf,connection,连接；关系,* il y a donc une connexion profonde entre science et technologie -- hence there's a deep connection between science and technology,il y a donc une connexion profonde entre science et technologie,11,hence there's a deep connection between science and technology,40,1952-l +n -s,40 | 1952-l +n -s,f,la,connexions,regular -s
2156,option,none,nf,option,选项,* il ne leur reste donc qu'une option -- so they only have one option left,il ne leur reste donc qu'une option,7,so they only have one option left,67,860,67 | 860,f,l’,options,regular -s
2157,pétrole,Materials,nm,"crude oil, petroleum",crude油；petroleum,* elle alluma une lampe à pétrole -- she lit an oil lamp,elle alluma une lampe à pétrole,6,she lit an oil lamp,64,943,64 | 943,m,le,pétroles,regular -s
2158,laboratoire,none,nm,laboratory,laboratory,* les gros laboratoires n'ont pas toujours cette éthique-là -- the big laboratories don't always have that ethical outlook,les gros laboratoires n'ont pas toujours cette éthique-là,8,the big laboratories don't always have that ethical outlook,69,796,69 | 796,m,le,laboratoires,regular -s
2161,département,none,nm,department,部门,* nous avons encore un département de relation publique -- we still have a public relations department,nous avons encore un département de relation publique,8,we still have a public relations department,64,965,64 | 965,m,le,départements,regular -s
2162,génie,none,nm,genius,genius,* notre fils est un génie -- our son is a genius,notre fils est un génie,5,our son is a genius,72,712,72 | 712,m,le,génies,regular -s
2163,profession,Creating nouns – 2,nf,profession,职业,* vous faites honte à votre profession! -- you're a disgrace to your profession!,vous faites honte à votre profession!,6,you're a disgrace to your profession!,78,520,78 | 520,f,la,professions,regular -s
2164,rumeur,none,nf,rumour,rumour,"* après plusieurs années de rumeurs, le scandale a éclaté -- after years of rumors, the scandal broke","après plusieurs années de rumeurs, le scandale a éclaté",9,"after years of rumors, the scandal broke",76,590,76 | 590,f,la,rumeurs,regular -s
2168,maman,Family,nf,mom,mom,"* je suis ta maman et tu peux tout me dire -- I'm your mommy, and you can tell me everything",je suis ta maman et tu peux tout me dire,10,"I'm your mommy, and you can tell me everything",54,1292-n,54 | 1292-n,f,la,mamans,regular -s
2169,incertitude,none,nf,uncertainty,uncertainty,* cette incertitude est pesante pour nous -- this uncertainty is unsettling for us,cette incertitude est pesante pour nous,6,this uncertainty is unsettling for us,81,447,81 | 447,f,l’,incertitudes,regular -s
2171,dignité,none,nf,dignity,dignity,* il est toujours difficile de maintenir dignité et humour -- it's always hard to retain both dignity and humor,il est toujours difficile de maintenir dignité et humour,9,it's always hard to retain both dignity and humor,78,523,78 | 523,f,la,dignités,regular -s
2173,philosophie,none,nf,philosophy,philosophy,* j'ai fait des études de philosophie -- I studied philosophy,j'ai fait des études de philosophie,6,I studied philosophy,62,991,62 | 991,f,la,philosophies,regular -s
2174,verre,none,nm,glass,玻璃,* prenez un verre avec moi -- have a drink with me,prenez un verre avec moi,5,have a drink with me,59,1129,59 | 1129,m,le,verres,regular -s
2176,docteur,Creating nouns – 1,nm,doctor,医生,* le docteur ne nous laissa aucun espoir -- the doctor didn't give us any hope,le docteur ne nous laissa aucun espoir,7,the doctor didn't give us any hope,68,806,68 | 806,m,le,docteurs,regular -s
2178,fréquence,Nouns – differences across registers,nf,frequency,frequency,* toutes les fréquences sont bloquées -- all of the frequencies are blocked,toutes les fréquences sont bloquées,5,all of the frequencies are blocked,43,1787-l +n -s,43 | 1787-l +n -s,f,la,fréquences,regular -s
2180,trou,none,nm,hole,hole,"* au mur, il y a un trou blanc -- in the wall there's a white hole","au mur, il y a un trou blanc",8,in the wall there's a white hole,69,782,69 | 782,m,le,trous,regular -s
2183,éditeur,Creating nouns – 1,nm,"publisher, editor",出版商；编辑,* j'ai mis un mot chez l'éditeur -- I wrote a letter to the editor,j'ai mis un mot chez l'éditeur,6,I wrote a letter to the editor,70,759,70 | 759,m,l’,éditeurs,regular -s
2187,signature,Creating nouns – 1,nf,signature,签名,* j'ai besoin de votre signature pour l'emmener -- I need your signature to bring her along,j'ai besoin de votre signature pour l'emmener,7,I need your signature to bring her along,73,660,73 | 660,f,la,signatures,regular -s
2193,héritage,none,nm,heritage,遗产,* je leur laisserais cet héritage -- I will leave them this heritage,je leur laisserais cet héritage,5,I will leave them this heritage,87,291,87 | 291,m,l’,héritages,regular -s
2200,satellite,Natural features and plants,nm,satellite,satellite,* on aurait sûrement des images satellites animées -- we must surely have animated satellite imagery,on aurait sûrement des images satellites animées,7,we must surely have animated satellite imagery,51,1379-l +n -s,51 | 1379-l +n -s,m,le,satellites,regular -s
2205,salut,none,"intj,nm","salute, hi, bye",salute；hi；bye,"* salut, ma chérie -- hi, dear","salut, ma chérie",3,"hi, dear",56,1199-n +s,56 | 1199-n +s,m,le,saluts,regular -s
2207,enfance,Time,nf,childhood,childhood,"* depuis ma tendre enfance, je rêve de ce jour -- since early childhood I have been dreaming of this day","depuis ma tendre enfance, je rêve de ce jour",9,since early childhood I have been dreaming of this day,69,745,69 | 745,f,l’,enfances,regular -s
2213,prière,none,nf,prayer,祈祷,"* alors, fais correctement ta prière -- then pray correctly","alors, fais correctement ta prière",5,then pray correctly,78,506,78 | 506,f,la,prières,regular -s
2216,musée,none,nm,museum,博物馆,* je suis allé faire un tour au musée -- I took a look through the museum,je suis allé faire un tour au musée,8,I took a look through the museum,76,556,76 | 556,m,le,musées,regular -s
2217,pluie,Weather,nf,rain,雨,"* les jours de pluie, nous restions à la maison -- on rainy days we stayed inside the house","les jours de pluie, nous restions à la maison",9,on rainy days we stayed inside the house,67,814,67 | 814,f,la,pluies,regular -s
2218,précaution,none,nf,precaution,precaution,* t'as pris tes précautions? -- have you taken precautions?,t'as pris tes précautions?,4,have you taken precautions?,81,424,81 | 424,f,la,précautions,regular -s
2220,cheval,Animals,nm,horse,马,* Napoléon lui-même est tombé de son cheval -- Napoleon himself even fell off his horse,Napoléon lui-même est tombé de son cheval,7,Napoleon himself even fell off his horse,66,853,66 | 853,m,le,chevaux,regular -al→aux
2221,communiqué,none,nm,"communiqué, release, statement",communiqu；发布；声明；陈述,* le communiqué a été distribué aux journalistes -- the communiqué was distributed to the journalists,le communiqué a été distribué aux journalistes,7,the communiqué was distributed to the journalists,52,1335-l +n -s,52 | 1335-l +n -s,m,le,communiqués,regular -s
2222,suicide,none,nm,suicide,suicide,"* arrêt cardiaque, suicide, on ne savait pas -- heart attack, suicide, we didn't know","arrêt cardiaque, suicide, on ne savait pas",7,"heart attack, suicide, we didn't know",83,379,83 | 379,m,le,suicides,regular -s
2223,rivière,Natural features and plants,nf,river,河,* laissez la rivière faire son travail -- let the river do its work,laissez la rivière faire son travail,6,let the river do its work,84,356,84 | 356,f,la,rivières,regular -s
2225,rédaction,none,nf,"writing, composition",写作；文字；作文；组成,* j'ai terminé la rédaction de ma thèse -- I finished writing my thesis,j'ai terminé la rédaction de ma thèse,7,I finished writing my thesis,74,601,74 | 601,f,la,rédactions,regular -s
2227,substance,none,nf,substance,substance,* telle est son essence et sa substance -- such is its essence and its substance,telle est son essence et sa substance,7,such is its essence and its substance,68,779,68 | 779,f,la,substances,regular -s
2229,récit,none,nm,"account, narrative",账户；narrative,"* le soir, j'écoutais les récits de Robert -- that evening, I listened to Robert's stories","le soir, j'écoutais les récits de Robert",7,"that evening, I listened to Robert's stories",62,945,62 | 945,m,le,récits,regular -s
2230,revendication,none,nf,"claim, demand",声称；索赔；需求,* on parle souvent de revendications historiques -- we often speak of historical claims,on parle souvent de revendications historiques,6,we often speak of historical claims,77,522,77 | 522,f,la,revendications,regular -s
2232,sondage,none,nm,poll,民调；投票,* ce sondage représente la désinformation pure et simple -- this poll represents pure and simple disinformation,ce sondage représente la désinformation pure et simple,8,this poll represents pure and simple disinformation,66,820-l,66 | 820-l,m,le,sondages,regular -s
2234,composition,none,nf,"composition, essay, dialling",作文；组成；essay；dialling,* le roman se développe comme une composition musicale -- the novel unfolds like a musical composition,le roman se développe comme une composition musicale,8,the novel unfolds like a musical composition,80,440,80 | 440,f,la,compositions,regular -s
2236,accusation,none,nf,"accusation, indictment",accusation；indictment,* il s'agit d'une accusation très grave -- it's a very grave accusation,il s'agit d'une accusation très grave,6,it's a very grave accusation,67,793,67 | 793,f,l’,accusations,regular -s
2237,invitation,none,nf,invitation,invitation,* nous lui enverrons bien sûr une invitation -- of course we will send her an invitation,nous lui enverrons bien sûr une invitation,7,of course we will send her an invitation,83,359,83 | 359,f,l’,invitations,regular -s
2243,paiement,none,nm,payment,付款,* la firme me réclame le paiement d'une indemnité -- the firm is demanding that I pay a penalty,la firme me réclame le paiement d'une indemnité,8,the firm is demanding that I pay a penalty,64,899,64 | 899,m,le,paiements,regular -s
2244,comparaison,none,nf,comparison,比较,* il n'y a pas de comparaison avec l'Afrique -- there's no comparison with Africa,il n'y a pas de comparaison avec l'Afrique,8,there's no comparison with Africa,74,584,74 | 584,f,la,comparaisons,regular -s
2246,déplacement,none,nm,"movement, displacement, trip, travel",运动；移动；displacement；旅行,* je consacre toute mon énergie aux déplacements -- I spend all my energy in traveling,je consacre toute mon énergie aux déplacements,7,I spend all my energy in traveling,77,503,77 | 503,m,le,déplacements,regular -s
2248,dispositif,none,nm,"device, apparatus",设备；设备；机构,* il y a un dispositif d'urgence -- there's an emergency apparatus,il y a un dispositif d'urgence,6,there's an emergency apparatus,62,931+n,62 | 931+n,m,le,dispositifs,regular -s
2250,contrainte,none,nf,constraint,constraint,* les banques ont été contraintes de fermer leurs guichets -- the banks had to close their teller stations,les banques ont été contraintes de fermer leurs guichets,9,the banks had to close their teller stations,71,672,71 | 672,f,la,contraintes,regular -s
2255,immigration,none,nf,immigration,移民,* son passeport portait un cachet d'immigration -- his passport had an immigration stamp,son passeport portait un cachet d'immigration,6,his passport had an immigration stamp,65,837-l +s,65 | 837-l +s,f,l’,immigrations,regular -s
2256,cancer,none,nm,cancer,cancer,* l'apparition de certains cancers peut être affectée par le mode de vie -- the onset of certain cancers can be affected by lifestyle,l'apparition de certains cancers peut être affectée par le mode de vie,12,the onset of certain cancers can be affected by lifestyle,71,669,71 | 669,m,le,cancers,regular -s
2258,cercle,none,nm,"circle, cycle",圆圈；循环,* comment sortir de ce cercle vicieux? -- how to escape this vicious cycle?,comment sortir de ce cercle vicieux?,6,how to escape this vicious cycle?,75,562,75 | 562,m,le,cercles,regular -s
2260,importation,none,nf,import,import,* le Japon envisage de s'ouvrir aux importations de riz -- Japan plans to open itself to rice imports,le Japon envisage de s'ouvrir aux importations de riz,9,Japan plans to open itself to rice imports,63,899,63 | 899,f,l’,importations,regular -s
2261,tonne,none,nf,ton,ton,* ils mangent des millions de tonnes de poisson -- they eat millions of tons of fish,ils mangent des millions de tonnes de poisson,8,they eat millions of tons of fish,66,819,66 | 819,f,la,tonnes,regular -s
2262,dieu,none,"intj,nm",god,神；上帝,"* aujourd'hui, les vrais dieux sont en colère -- today the real gods are angry","aujourd'hui, les vrais dieux sont en colère",7,today the real gods are angry,58,1078-n,58 | 1078-n,m,le,dieux,regular -x
2263,référendum,none,nm,referendum,referendum,* ils se préparent à un référendum -- they're preparing for a referendum,ils se préparent à un référendum,6,they're preparing for a referendum,67,789,67 | 789,m,le,référendums,regular -s
2266,visiteur,Relationships,nm,visitor,visitor,* nous avons des visiteurs. de très grands visiteurs! -- we have visitors. very important visitors!,nous avons des visiteurs. de très grands visiteurs!,8,we have visitors. very important visitors!,84,329,84 | 329,m,le,visiteurs,regular -s
2269,étage,none,nm,floor,地板；楼层,* elle est tombée du troisième étage en secouant un tapis -- she fell from the third floor while shaking out a rug,elle est tombée du troisième étage en secouant un tapis,10,she fell from the third floor while shaking out a rug,71,678,71 | 678,m,l’,étages,regular -s
2272,amitié,none,nf,friendship,友谊,* l'amitié a remplacé la peur -- friendship replaced fear,l'amitié a remplacé la peur,5,friendship replaced fear,66,805+l,66 | 805+l,f,l’,amitiés,regular -s
2273,cinquante,none,"det,nmi",fifty,五十,* encore cinquante mètres et il tourna--à gauche -- fifty more meters and he turned--to the left,encore cinquante mètres et il tourna--à gauche,7,fifty more meters and he turned--to the left,62,933,62 | 933,m,le,cinquante,number noun / usually invariable
2274,zéro,none,nm,zero,zero,"* froid intense, très en dessous de zéro -- intense cold, far below zero","froid intense, très en dessous de zéro",7,"intense cold, far below zero",59,1043,59 | 1043,m,le,zéros,regular -s
2275,drame,none,nm,drama,drama,* son œuvre est dominée par un drame personnel -- his work is dominated by a personal drama,son œuvre est dominée par un drame personnel,8,his work is dominated by a personal drama,77,512,77 | 512,m,le,drames,regular -s
2277,haine,none,nf,"hatred, hate",hatred；hate,* l'amour se change en haine -- love changes to hatred,l'amour se change en haine,5,love changes to hatred,75,565,75 | 565,f,la,haines,regular -s
2278,instance,none,nf,"authority, proceedings, hearing",权威；当局；诉讼程序；会议记录；听证会；听力,* j'ai perdu un première instance -- I lost a first hearing,j'ai perdu un première instance,5,I lost a first hearing,71,670,71 | 670,f,l’,instances,regular -s
2279,cérémonie,none,nf,ceremony,仪式,* je participai pendant une heure à une cérémonie sacrée -- I attended a sacred ceremony for an hour,je participai pendant une heure à une cérémonie sacrée,9,I attended a sacred ceremony for an hour,67,770,67 | 770,f,la,cérémonies,regular -s
2280,ambition,none,nf,ambition,ambition,* je n'avais aucune ambition d'écrire des livres -- I didn't have any ambition to write books,je n'avais aucune ambition d'écrire des livres,7,I didn't have any ambition to write books,74,581,74 | 581,f,l’,ambitions,regular -s
2282,sanction,none,nf,sanction,sanction,* le Congrès américain vote des sanctions contre l'Afrique du Sud -- the American Congress is voting on sanctions against South Africa,le Congrès américain vote des sanctions contre l'Afrique du Sud,10,the American Congress is voting on sanctions against South Africa,62,925,62 | 925,f,la,sanctions,regular -s
2284,jardin,none,nm,garden,花园,* la promenade au jardin le calma un peu -- a stroll through the garden calmed him a little,la promenade au jardin le calma un peu,8,a stroll through the garden calmed him a little,62,928+l,62 | 928+l,m,le,jardins,regular -s
2285,nourriture,Creating nouns – 1,nf,food,食物,"* leur nourriture, c'est l'herbe -- their food is grass","leur nourriture, c'est l'herbe",4,their food is grass,77,493,77 | 493,f,la,nourritures,regular -s
2287,infrastructure,Creating nouns – 1,nf,infrastructure,infrastructure,* les infrastructures sont dans une situation bien pire -- the infrastructure is in a much worse condition,les infrastructures sont dans une situation bien pire,8,the infrastructure is in a much worse condition,65,840-l,65 | 840-l,f,l’,infrastructures,regular -s
2288,adversaire,Relationships,"nm,nf","opponent, adversary",opponent；adversary；可作阳性或阴性,* on élimine son adversaire en le touchant -- adversaries can be eliminated by touching them,on élimine son adversaire en le touchant,7,adversaries can be eliminated by touching them,74,569,74 | 569,both,l’,adversaires,regular -s
2293,circulation,none,nf,"circulation, traffic",循环；流通；交通,* la circulation des trains locaux a été suspendue -- local train service has been suspended,la circulation des trains locaux a été suspendue,8,local train service has been suspended,69,710,69 | 710,f,la,circulations,regular -s
2294,cotisation,none,nf,subscription,订阅,* les cotisations doivent augmenter -- subscriptions must increase,les cotisations doivent augmenter,4,subscriptions must increase,52,1274-l +s,52 | 1274-l +s,f,la,cotisations,regular -s
2295,entente,none,nf,"understanding, agreement",理解；协议；协议,* je sais quelle entente il y a entre Robert et toi -- I know about the agreement you and Robert have,je sais quelle entente il y a entre Robert et toi,11,I know about the agreement you and Robert have,56,1121-n +s,56 | 1121-n +s,f,l’,ententes,regular -s
2296,cheveu,Body,nm,hair,头发,"* elle avait de longs cheveux bouclés, toujours bien peignés -- she had long curly hair, always well brushed","elle avait de longs cheveux bouclés, toujours bien peignés",9,"she had long curly hair, always well brushed",58,1047+l,58 | 1047+l,m,le,cheveux,regular -x
2298,cadeau,none,nm,"present, gift",现在；礼物；礼物,* je lui ai apporté un cadeau -- I brought her a present,je lui ai apporté un cadeau,6,I brought her a present,72,625,72 | 625,m,le,cadeaux,regular -x
2299,affirmation,none,nf,"assertion, affirmation",assertion；affirmation,* j'ai été étonnée de cette affirmation -- I was stunned by this statement,j'ai été étonnée de cette affirmation,6,I was stunned by this statement,81,395,81 | 395,f,l’,affirmations,regular -s
2301,destination,none,nf,destination,目的地,* quelle est votre destination rêvée? -- what is your dream destination?,quelle est votre destination rêvée?,5,what is your dream destination?,53,1233+n -s,53 | 1233+n -s,f,la,destinations,regular -s
2302,stabilité,none,nf,stability,stability,* je veille à la stabilité du continent -- I watch over the stability of the continent,je veille à la stabilité du continent,7,I watch over the stability of the continent,67,757,67 | 757,f,la,stabilités,regular -s
2304,gars,none,nm(pl),guy,家伙；人,* t'es un gars sympa -- you're a cool guy,t'es un gars sympa,4,you're a cool guy,55,1149-n +s,55 | 1149-n +s,m,le,gars,unchanged ending s/x/z
2305,fleur,Natural features and plants,nf,flower,花,* on t'a apporté tes fleurs préférées -- we've brought you your favorite flowers,on t'a apporté tes fleurs préférées,6,we've brought you your favorite flowers,61,932,61 | 932,f,la,fleurs,regular -s
2306,agriculteur,none,nm,farmer,农民,* j'ai moi-même été agriculteur -- I was a farmer myself,j'ai moi-même été agriculteur,4,I was a farmer myself,55,1159-l +s,55 | 1159-l +s,m,l’,agriculteurs,regular -s
2307,poète,none,nm,poet,poet,* j'ai découvert que j'étais poète -- I found out I was a poet,j'ai découvert que j'étais poète,5,I found out I was a poet,69,718,69 | 718,m,le,poètes,regular -s
2308,fabrication,none,nf,"manufacture, production",manufacture；生产,"* après ces deux échecs, la fabrication fut abandonnée -- after these failures, production was abandoned","après ces deux échecs, la fabrication fut abandonnée",8,"after these failures, production was abandoned",77,496,77 | 496,f,la,fabrications,regular -s
2309,vin,Food,nm,wine,葡萄酒,"* du vin, s'il vous plaît -- wine, please","du vin, s'il vous plaît",5,"wine, please",69,706,69 | 706,m,le,vins,regular -s
2311,balle,none,nf,"ball, bullet",球；bullet,* les balles sifflaient au-dessus d'eux -- bullets were whining above them,les balles sifflaient au-dessus d'eux,5,bullets were whining above them,62,908,62 | 908,f,la,balles,regular -s
2312,inflation,none,nf,inflation,inflation,* l'inflation est en train de devenir un problème -- inflation is becoming a problem,l'inflation est en train de devenir un problème,8,inflation is becoming a problem,59,1001+n,59 | 1001+n,f,l’,inflations,regular -s
2318,transition,none,nf,transition,transition,* la transition a démobilisé les forces sociales -- the transition demobilized the social forces,la transition a démobilisé les forces sociales,7,the transition demobilized the social forces,73,605,73 | 605,f,la,transitions,regular -s
2321,adoption,none,nf,"adoption, passing",adoption；passing,* je propose l'adoption de cette motion -- I propose to accept this motion,je propose l'adoption de cette motion,6,I propose to accept this motion,58,1037-l +s,58 | 1037-l +s,f,l’,adoptions,regular -s
2323,appartement,none,nm,"appartment, flat",appartment；公寓；平面,* j'aimerais bien acheter un appartement -- I would really like to buy an apartment,j'aimerais bien acheter un appartement,5,I would really like to buy an apartment,73,582,73 | 582,m,l’,appartements,regular -s
2324,session,none,nf,session,会议；时段,* il y a seulement eu une session de débriefing -- there was only one debriefing session,il y a seulement eu une session de débriefing,9,there was only one debriefing session,67,755-l,67 | 755-l,f,la,sessions,regular -s
2326,ménage,none,nm,"housekeeping, housework",housekeeping；housework,* j'ai un peu de ménage à faire pour l'instant -- I have some housework I need to do now,j'ai un peu de ménage à faire pour l'instant,9,I have some housework I need to do now,74,555,74 | 555,m,le,ménages,regular -s
2328,enjeu,none,nm,stake,stake,* c'est un enjeu de taille pour les femmes -- a great deal is at stake for women,c'est un enjeu de taille pour les femmes,8,a great deal is at stake for women,67,746,67 | 746,m,l’,enjeux,regular -x
2330,transformation,none,nf,"transformation, change",转变；变化,* la recherche scientifique est constamment en transformation -- scientific research is constantly changing,la recherche scientifique est constamment en transformation,7,scientific research is constantly changing,72,612,72 | 612,f,la,transformations,regular -s
2332,misère,none,nf,"poverty, misery",贫困；misery,* il y a trop de misère et trop de crimes -- there's too much poverty and too much crime,il y a trop de misère et trop de crimes,10,there's too much poverty and too much crime,74,559,74 | 559,f,la,misères,regular -s
2336,restaurant,Food,nm,restaurant,餐馆,* j'avais pensé l'emmener au restaurant -- I thought about taking her out to the restaurant,j'avais pensé l'emmener au restaurant,5,I thought about taking her out to the restaurant,79,441,79 | 441,m,le,restaurants,regular -s
2337,destin,none,nm,"fate, destiny",命运；命运,* le destin joue parfois de sales tours -- destiny sometimes plays dirty tricks,le destin joue parfois de sales tours,7,destiny sometimes plays dirty tricks,69,684,69 | 684,m,le,destins,regular -s
2338,discrimination,none,nf,discrimination,discrimination,* ils ont toujours été victime de discrimination -- they have always been victims of discrimination,ils ont toujours été victime de discrimination,7,they have always been victims of discrimination,67,746-l +s,67 | 746-l +s,f,la,discriminations,regular -s
2339,certitude,none,nf,certainty,certainty,* il est impossible de prévoir avec certitude où nous en arriverons -- it's impossible to foretell with certainty where we'll end up,il est impossible de prévoir avec certitude où nous en arriverons,11,it's impossible to foretell with certainty where we'll end up,77,485,77 | 485,f,la,certitudes,regular -s
2340,huile,Materials,nf,oil,油,* faire chauffer l'huile dans une poêle -- heat up the oil in a pan,faire chauffer l'huile dans une poêle,6,heat up the oil in a pan,84,322,84 | 322,f,l’,huiles,regular -s
2342,autonomie,none,nf,autonomy,autonomy,* nous voulons conserver notre autonomie -- we want to keep our autonomy,nous voulons conserver notre autonomie,5,we want to keep our autonomy,73,580,73 | 580,f,l’,autonomies,regular -s
2343,sac,Body,nm,"bag, sack",包；sack,* tu as besoin de 4 sacs à dos de livres? -- you need 4 backpacks of books?,tu as besoin de 4 sacs à dos de livres?,10,you need 4 backpacks of books?,62,882,62 | 882,m,le,sacs,regular -s
2344,stock,none,nm,"stock, to supply",股票；库存；到供应,* il conserve et protège nos stocks de poisson -- he keeps and protects our stock of fish,il conserve et protège nos stocks de poisson,8,he keeps and protects our stock of fish,72,608,72 | 608,m,le,stocks,regular -s
2349,barre,none,nf,"bar, rod",酒吧；条；rod,"* prends la barre! comme ça, tu tomberas pas -- hold onto the bar! that way you won't fall","prends la barre! comme ça, tu tomberas pas",8,hold onto the bar! that way you won't fall,79,427,79 | 427,f,la,barres,regular -s
2350,contradiction,none,nf,contradiction,contradiction,* il y a une contradiction entre les deux -- there's a contradiction between the two,il y a une contradiction entre les deux,8,there's a contradiction between the two,72,603,72 | 603,f,la,contradictions,regular -s
2353,souveraineté,none,nf,sovereignty,sovereignty,* nous avons abandonné la souveraineté sur notre propre monnaie -- we abandoned the sovereignty of our own money,nous avons abandonné la souveraineté sur notre propre monnaie,9,we abandoned the sovereignty of our own money,75,539,75 | 539,f,la,souverainetés,regular -s
2355,concentration,none,nf,concentration,concentration,"* il perd sa concentration, donc son sens -- he loses his concentration and therefore his reason","il perd sa concentration, donc son sens",7,he loses his concentration and therefore his reason,74,538,74 | 538,f,la,concentrations,regular -s
2357,remise,none,nf,"presentation, delivery",展示；演示；递送,* c'est la remise en ordre du clan au pouvoir -- it's the overhauling of the clan in power,c'est la remise en ordre du clan au pouvoir,9,it's the overhauling of the clan in power,69,674,69 | 674,f,la,remises,regular -s
2358,mec,Nouns – differences across registers,nm,guy,家伙；人,"* vous faites quoi les mecs, ce soir? -- what are you guys doing tonight?","vous faites quoi les mecs, ce soir?",7,what are you guys doing tonight?,51,1246-n +s,51 | 1246-n +s,m,le,mecs,regular -s
2359,solidarité,none,nf,solidarity,solidarity,* y a-t-il une solidarité assez forte entre les groupes? -- is there a fairly strong solidarity between groups?,y a-t-il une solidarité assez forte entre les groupes?,9,is there a fairly strong solidarity between groups?,64,820,64 | 820,f,la,solidarités,regular -s
2361,décennie,Time,nf,decade,decade,* cet objectif sera atteint en quelques décennies -- this goal will be achieved in a few decades,cet objectif sera atteint en quelques décennies,7,this goal will be achieved in a few decades,70,644,70 | 644,f,la,décennies,regular -s
2371,fortune,none,nf,fortune,fortune,* elle ne dépendait ni de la fortune ni du succès -- she depended neither on fortune nor on success,elle ne dépendait ni de la fortune ni du succès,10,she depended neither on fortune nor on success,73,571,73 | 571,f,la,fortunes,regular -s
2376,merde,Nouns – differences across registers,"intj,nf","sh*t, crap",脏话；粗俗表达；废话；糟糕的东西,* je vois ton genou dans une merde de chien -- I see your knee's in a pile of dog sh*t,je vois ton genou dans une merde de chien,9,I see your knee's in a pile of dog sh*t,46,1403-n +s,46 | 1403-n +s,f,la,merdes,regular -s
2377,entrepreneur,none,nm,"contractor, entrepreneur",contractor；entrepreneur,* l'entrepreneur et le marchand détruisent la forêt -- the entrepreneur and the merchant are destroying the forest,l'entrepreneur et le marchand détruisent la forêt,7,the entrepreneur and the merchant are destroying the forest,74,536,74 | 536,m,l’,entrepreneurs,regular -s
2378,exposition,none,nf,"exhibition, show",exhibition；表演；节目,* ça sera ta meilleure exposition -- this will be your best showing yet,ça sera ta meilleure exposition,5,this will be your best showing yet,67,720,67 | 720,f,l’,expositions,regular -s
